"Company","Model","Buyer Gender","Buyer Age","Country","Color","New Car","Sale Price","Discount","Resell Price","Top Speed"
"Pontiac","Firefly","Female","48","India","Crimson","","48726.2","0.0899","30259.45","228.1"
"Mercury","Grand Marquis","Female","66","India","Pink","","25966.61","0.6442","5163.15","238.2"
"Land Rover","Range Rover","Male","62","India","Red","","58189.17","0.2402","31957.64","128.7"
"Saab","9000","Female","29","India","Orange","1","96940.97","0.404","35965.25","241.9"
"Ford","Thunderbird","Male","75","India","Pink","1","63379.89","0.622","30281.86","196.7"
"Aston Martin","Vantage","Female","69","India","Maroon","1","64852.84","0.6548","24425.94","200.8"
"Ford","Expedition","Female","44","India","Fuscia","","70232.2","0.2899","30809.51","180.6"
"Suzuki","Aerio","Female","50","India","Crimson","","83018.87","0.6085","9046.5","227.4"
"Volvo","XC90","Male","45","India","Goldenrod","1","73078.48","0.3333","7865.23","120.7"
"BMW","X6","Female","54","India","Red","","92096.29","0.065","30017.28","190.8"
"Toyota","Echo","Male","23","India","Khaki","","35341.22","0.3236","23252.24","242.5"
"Plymouth","Acclaim","Female","56","India","Goldenrod","1","72876.42","0.5587","32429.25","148.9"
"Isuzu","Trooper","Female","44","India","Goldenrod","1","79732.05","0.057","13446.89","233.1"
"Pontiac","Vibe","Male","51","India","Pink","1","54967.28","0.6991","23548.36","176.7"
"Jeep","Grand Cherokee","Female","75","India","Blue","","76208.99","0.6466","43317.08","238.8"
"Chevrolet","Aveo","Female","71","India","Aquamarine","1","93914.32","0.3399","15227.14","216.2"
"Mercedes-Benz","E-Class","Male","22","India","Puce","","69994.16","0.1637","41645.72","206.9"
"Chevrolet","Camaro","Female","61","India","Violet","1","79415.67","0.1341","34427.25","163.2"
"Audi","S6","Male","30","India","Blue","","75391.74","0.6861","17767.9","123.9"
"Ford","Taurus","Male","30","India","Red","1","85523.96","0.1378","29122.19","226.9"
"Toyota","Camry","Female","44","India","Goldenrod","1","21262.51","0.549","44483.31","246.5"
"Jeep","Commander","Female","66","India","Red","1","90207.08","0.5723","25974.21","210.7"
"Mazda","Miata MX-5","Male","25","India","Blue","1","44753.7","0.4586","27094.71","234"
"Ford","Crown Victoria","Female","28","India","Goldenrod","","77534.12","0.3876","20437.08","246.9"
"Saab","900","Female","31","India","Aquamarine","","25442.67","0.6916","39427.35","159"
"Nissan","Xterra","Male","30","India","Crimson","1","78770.25","0.611","10117.41","176.5"
"Volkswagen","Golf","Female","22","India","Violet","","91951.79","0.1135","45581.54","178.6"
"Hyundai","Elantra","Male","67","India","Orange","","10603.45","0.3733","5142.2","206.4"
"Mazda","MPV","Male","63","India","Khaki","","49333.8","0.0409","4255","229.8"
"Saturn","Sky","Female","44","India","Orange","","70287.89","0.2279","12642.43","203.7"
"Mercedes-Benz","C-Class","Male","23","India","Khaki","","30566.44","0.4803","21779.61","148.6"
"Chevrolet","Tahoe","Female","25","India","Orange","1","76142.97","0.0991","14377.27","125.9"
"Dodge","Ram Wagon B350","Male","33","India","Mauv","","68129.31","0.6812","20459.7","196.1"
"Geo","Tracker","Male","65","India","Goldenrod","1","17670.01","0.6103","32835.34","211.6"
"Toyota","Prius","Female","29","India","Fuscia","1","32644.57","0.4291","45911.51","217.2"
"Chevrolet","G-Series G30","Male","74","India","Orange","1","13703.81","0.0831","27487.43","249.2"
"BMW","M3","Male","57","India","Indigo","","55684.43","0.0254","42890.5","248.2"
"Mitsubishi","Diamante","Female","30","India","Crimson","1","52155.6","0.3103","22899.54","249.2"
"Chevrolet","Lumina","Male","33","India","Turquoise","","73712.45","0.6383","25318.37","194.2"
"Acura","ZDX","Male","40","India","Yellow","1","26614.09","0.1815","6709.61","164.8"
"Infiniti","Q","Male","58","India","Mauv","","16268.79","0.5933","21119.74","141.9"
"Ford","ZX2","Female","33","India","Aquamarine","1","80966.31","0.5836","21477.21","193.4"
"Saab","900","Male","27","India","Blue","1","18568.67","0.0751","25133.55","167"
"Mercedes-Benz","CLK-Class","Male","74","India","Crimson","1","21079.87","0.0972","37309.37","239.4"
"Saturn","Outlook","Female","63","India","Teal","1","91586.87","0.212","24956.01","140"
"BMW","M5","Male","51","India","Crimson","","97006.68","0.5313","35278.3","152.9"
"Mitsubishi","Outlander","Male","27","India","Indigo","1","96441.2","0.5174","4520.46","240.8"
"GMC","Suburban 1500","Female","40","India","Goldenrod","","92912.09","0.0617","37231.23","244.4"
"Mazda","626","Male","47","India","Purple","","48219.12","0.1916","38286.85","189.4"
"Subaru","Justy","Female","62","India","Maroon","1","81777.88","0.1077","40153.1","245.6"
"Lincoln","Town Car","Female","38","India","Maroon","1","46394.49","0.4427","25963.25","127.6"
"Lincoln","MKS","Female","69","India","Violet","1","21856.71","0.0095","34815.45","159.3"
"GMC","1500","Male","39","India","Turquoise","","99548.03","0.2337","25824.83","148.3"
"Buick","Skylark","Female","21","India","Turquoise","1","75268.03","0.1167","5400.92","123.6"
"GMC","Safari","Male","22","India","Blue","","69528.95","0.0129","25305.27","214.8"
"Peugeot","207","Male","73","India","Maroon","1","13662.69","0.434","34021.1","232"
"Ford","E150","Female","43","India","Fuscia","","39334.19","0.6702","20772.15","174.5"
"Chevrolet","Silverado","Female","53","India","Red","","98931.97","0.1715","5032.91","144.7"
"Acura","Integra","Female","40","India","Orange","1","78768.87","0.1212","20708","135.4"
"GMC","Safari","Male","63","India","Yellow","","43528.39","0.4898","45701.86","154"
"Hyundai","XG350","Male","56","India","Turquoise","1","92610.37","0.5551","38839.69","178.2"
"Mitsubishi","GTO","Female","42","India","Violet","1","44866.1","0.4689","15402.83","226.7"
"Ford","Ranger","Male","33","India","Pink","1","23797","0.6151","42070.66","205.2"
"Cadillac","Escalade EXT","Male","39","India","Goldenrod","1","53832.62","0.5596","41736.81","215.7"
"Suzuki","Swift","Female","39","India","Khaki","","92057.07","0.5934","14648.77","162.7"
"Toyota","Solara","Female","67","India","Green","","51520","0.5822","15394.01","201.3"
"Toyota","Sequoia","Female","24","India","Aquamarine","","30391.69","0.1534","14203.94","189.3"
"Volkswagen","Passat","Female","62","India","Blue","1","70943.26","0.6601","32901.83","240.2"
"Chevrolet","Silverado 2500","Female","39","India","Mauv","","27040.84","0.5149","46185.53","201.8"
"Kia","Sedona","Male","49","India","Green","1","79676.04","0.0872","2608.89","233.2"
"Ford","Probe","Female","45","India","Turquoise","1","94709.54","0.284","14567.96","243.9"
"Chevrolet","Malibu","Female","31","India","Mauv","","63422.17","0.1349","30207.57","222.3"
"Volvo","C70","Female","39","India","Red","","74165.69","0.683","12003.89","149.7"
"Lamborghini","Murciélago","Male","52","India","Crimson","","44993.76","0.0026","4472","129.3"
"Mercedes-Benz","R-Class","Male","53","India","Orange","1","42483.19","0.3797","24356.21","234.8"
"Subaru","Brat","Male","47","India","Aquamarine","","42030.82","0.4472","44066.38","196.2"
"BMW","3 Series","Male","64","India","Orange","1","47630.08","0.3805","48131.97","144.9"
"Volvo","C70","Male","33","India","Puce","","51173.74","0.1393","3591.02","209"
"Volkswagen","Jetta","Female","20","India","Purple","","14631.32","0.486","19346.6","198.3"
"Mercedes-Benz","E-Class","Female","58","India","Purple","","48611.55","0.5186","13687.94","150.6"
"Ford","GT500","Female","31","India","Puce","1","30010.08","0.662","24457.21","244.5"
"Volvo","XC60","Male","61","India","Crimson","1","68355.53","0.2673","13342.53","177.3"
"Mazda","Protege","Male","40","India","Khaki","","78353.63","0.5126","18566.67","225.4"
"Chevrolet","Silverado 3500","Male","41","India","Pink","1","47534.58","0.1908","3057.02","186.5"
"Audi","A8","Male","27","India","Turquoise","","55092.43","0.1703","8907.29","152.2"
"Lexus","ES","Male","35","India","Fuscia","1","37398.17","0.6764","20983.54","239.7"
"Nissan","350Z","Male","60","India","Purple","1","41365.85","0.2959","13975.08","224.7"
"Subaru","Forester","Female","53","India","Aquamarine","1","77835.81","0.1443","19607.42","181.6"
"Chevrolet","Colorado","Female","22","India","Turquoise","1","96746.18","0.0818","24479.67","129.7"
"Mercedes-Benz","SLK-Class","Male","66","India","Khaki","1","97385.26","0.2686","4797.59","153.8"
"Buick","Regal","Female","42","India","Violet","1","93995.29","0.2773","23571.77","144.8"
"Mercedes-Benz","S-Class","Female","32","India","Indigo","","77236.07","0.6711","30967.26","180.2"
"Mitsubishi","Galant","Female","73","India","Aquamarine","","10389.03","0.441","6773.4","220"
"Isuzu","i-Series","Male","74","India","Aquamarine","1","51096.88","0.0542","8501.24","173.5"
"Mercury","Capri","Female","31","India","Yellow","1","79056.46","0.6366","32478.4","157.7"
"Saturn","L-Series","Male","44","India","Teal","","38076.08","0.5893","45051.51","248.1"
"Ford","Club Wagon","Male","27","India","Violet","","40555.42","0.405","22610.46","162.2"
"Volvo","S60","Male","73","India","Khaki","","42026.73","0.3096","17250.93","156.3"
"Mazda","Familia","Male","61","India","Indigo","1","41015.92","0.3161","22479.16","225.4"
"Mercedes-Benz","W126","Female","69","India","Maroon","1","92045.66","0.3169","21739.66","217.4"
"Mazda","626","Male","67","India","Green","","96635.18","0.0283","9637.53","193.4"
"Buick","Skylark","Female","74","India","Aquamarine","","32191.13","0.4801","32112.61","168.7"
"Mercury","Sable","Female","21","India","Goldenrod","1","24259.45","0.54","37786.55","189.8"
"Cadillac","DeVille","Male","31","India","Mauv","1","51011.13","0.5138","20255.66","234"
"Honda","Passport","Male","29","India","Puce","1","80121.57","0.0162","25753.04","149.1"
"Buick","Skylark","Female","26","India","Violet","1","98177.1","0.087","40748.86","164.3"
"Chrysler","Cirrus","Male","51","India","Goldenrod","1","96592.27","0.0983","46534.6","177.6"
"Chevrolet","Monte Carlo","Male","40","India","Indigo","1","65401.27","0.6312","21057.2","214.2"
"Ford","Ranger","Male","38","India","Yellow","","89946.77","0.2437","11411.72","197.3"
"Volkswagen","GTI","Male","43","India","Goldenrod","","54422.37","0.0078","3626.99","236.7"
"Nissan","Pathfinder","Female","62","India","Orange","","53552.75","0.6343","14053.05","179.4"
"Spyker","C8","Female","31","India","Orange","","52235.78","0.1345","2590.27","131.7"
"Honda","Civic","Female","51","India","Aquamarine","","77364.7","0.1934","29063.19","165.4"
"Nissan","Maxima","Female","32","India","Turquoise","","46097.5","0.6817","35881.73","225.5"
"Chevrolet","Express 2500","Female","33","India","Khaki","","93699.92","0.2431","43286.8","125.9"
"Mercedes-Benz","S-Class","Female","56","India","Indigo","1","92355.63","0.5111","21132.25","129.7"
"Jaguar","S-Type","Female","75","India","Red","1","42528.73","0.3931","10064.91","135"
"Honda","Passport","Male","64","India","Teal","1","18660.27","0.0174","20315.34","160.4"
"Mercury","Topaz","Male","40","India","Red","","10908.15","0.5753","23857.13","141.5"
"Ford","F250","Male","55","India","Pink","","96981.87","0.0009","5917.11","218.2"
"Dodge","Caravan","Female","39","India","Purple","1","42968.85","0.3171","32879.67","149.9"
"Toyota","Avalon","Female","49","India","Puce","","64289.64","0.4805","36325.71","187.7"
"GMC","Savana 2500","Male","62","India","Violet","","17375.73","0.6212","49831.37","134.8"
"Nissan","Frontier","Male","64","India","Purple","1","92117.97","0.6603","31843.26","178.9"
"Pontiac","Firefly","Female","65","India","Blue","","87104.82","0.676","18533.19","170.9"
"Ford","F-Series","Female","39","India","Teal","1","31160.47","0.523","44961.48","154.6"
"Chevrolet","Caprice","Female","25","India","Fuscia","1","86632.13","0.1573","41726.7","140"
"Aston Martin","DB9","Male","53","India","Indigo","","23857.63","0.0385","29671.99","217.4"
"Lexus","LS Hybrid","Male","46","India","Turquoise","1","27740.29","0.4657","24621.46","208.5"
"Audi","A3","Male","52","India","Mauv","1","72109.62","0.6285","23694.09","124.6"
"Subaru","Baja","Male","31","India","Teal","","60818.66","0.0394","12176.52","196.8"
"Dodge","Spirit","Male","73","India","Yellow","","42535.39","0.0559","2120.15","166"
"Mitsubishi","Lancer","Male","44","India","Maroon","1","20504.83","0.4437","35779.68","144.2"
"Lincoln","Navigator","Female","29","India","Blue","","55148.6","0.1258","12891.36","173.5"
"Mitsubishi","Eclipse","Male","65","India","Turquoise","1","92119.72","0.0535","13577.12","132.6"
"Suzuki","Sidekick","Female","40","India","Turquoise","1","85260.29","0.6628","16301.44","221"
"Cadillac","DeVille","Female","43","India","Orange","1","16041.7","0.6252","22640.66","178"
"Lexus","LX","Female","34","India","Green","1","94669.99","0.4394","29082.65","172.7"
"Cadillac","Eldorado","Male","32","India","Maroon","1","71700.76","0.1098","13518.29","174.5"
"Subaru","Outback","Female","24","India","Turquoise","","75342.69","0.2319","35166.47","240.6"
"Lamborghini","Gallardo","Female","22","India","Aquamarine","1","70579.92","0.4576","3859.76","140.3"
"Mitsubishi","Eclipse","Male","55","India","Fuscia","1","31659.31","0.3743","5817.53","169.7"
"Lotus","Elise","Female","45","India","Turquoise","1","86771.09","0.5783","45467.32","140.7"
"Ford","Taurus","Male","57","India","Red","","94471","0.1333","49128.01","123.8"
"Suzuki","Daewoo Lacetti","Female","69","India","Blue","","79925.63","0.5156","33903.41","201.8"
"Aston Martin","Rapide","Male","26","India","Turquoise","","45577.9","0.2889","6199.84","164.4"
"Volvo","XC90","Male","70","India","Fuscia","","22778.14","0.0533","44950.88","187.9"
"Buick","Riviera","Female","38","India","Green","1","83644.71","0.1884","6359.2","242.9"
"Mercedes-Benz","E-Class","Female","48","India","Mauv","","76755.96","0.4279","11954.46","145.8"
"Buick","Regal","Male","45","India","Indigo","1","91640.05","0.1612","20680.43","144.9"
"Chrysler","PT Cruiser","Male","72","India","Red","","98877.7","0.0286","49513.98","177.4"
"Nissan","Rogue","Female","57","India","Turquoise","1","22666.6","0.6102","5205.69","149.6"
"Dodge","Viper","Male","39","India","Aquamarine","1","96674.94","0.0597","49452.61","152.8"
"MINI","Cooper","Female","67","India","Turquoise","","66045.16","0.4565","42522.99","127.7"
"Toyota","Celica","Male","40","India","Orange","1","95453.35","0.5812","27183.29","148"
"Dodge","Ram Van 3500","Female","49","India","Goldenrod","1","38391.41","0.3965","21050.81","246.3"
"Dodge","Ram Van B150","Female","71","India","Teal","1","59360.59","0.3987","11212.78","222.9"
"Porsche","Panamera","Male","59","India","Violet","1","13487.81","0.0347","8090.38","185.5"
"Cadillac","Escalade EXT","Female","42","India","Pink","1","34981.64","0.3593","26029.77","138.1"
"Infiniti","G37","Male","39","India","Fuscia","","50133.08","0.6556","31930.6","129.1"
"Toyota","FJ Cruiser","Female","68","India","Purple","1","13484.87","0.0548","35397.63","177.1"
"Chevrolet","G-Series G30","Female","33","India","Teal","","26777.81","0.0599","36321.78","134.2"
"Mercedes-Benz","E-Class","Female","73","India","Red","1","79128.13","0.2844","21839.8","192.5"
"Lincoln","Town Car","Female","32","India","Green","","38999.05","0.6219","2337.34","137.8"
"Nissan","Titan","Female","54","India","Indigo","","17763.94","0.43","36622.05","190.7"
"Honda","CR-V","Male","27","India","Blue","1","52800.82","0.093","33933.65","245.1"
"Dodge","Charger","Female","65","India","Pink","","52463.85","0.684","27877.46","148.8"
"Dodge","Colt","Female","45","India","Crimson","","49244.12","0.3374","8299.9","186.4"
"Lotus","Evora","Female","25","India","Khaki","1","46777.62","0.5083","29726.43","222.1"
"Mazda","RX-7","Female","24","India","Indigo","","92187.37","0.1976","47872.27","211.3"
"Lincoln","Town Car","Female","26","India","Fuscia","","19894.22","0.0089","35908.91","232.8"
"Lexus","SC","Female","52","India","Puce","","97102.98","0.018","47147.38","126.7"
"Plymouth","Roadrunner","Female","53","India","Teal","","68454.2","0.6623","27584.77","124.6"
"Maserati","Coupe","Female","67","India","Red","1","43539.12","0.0506","20833.07","176.4"
"Audi","S4","Male","21","India","Green","","76272.15","0.4766","40857.41","153.7"
"GMC","Envoy","Male","67","India","Teal","","76382.82","0.5395","29860.13","224.4"
"Chevrolet","Corvette","Male","62","India","Yellow","","17644.12","0.0492","2489.53","167.3"
"Honda","Civic","Female","31","India","Green","","41078.86","0.0566","24539.86","146"
"Chevrolet","Camaro","Male","45","India","Turquoise","1","68504.74","0.641","6108.64","249.6"
"Toyota","Celica","Male","34","India","Green","1","82163.61","0.5719","10046.76","137.5"
"Ford","F350","Male","26","India","Yellow","","19591.87","0.122","48759.6","247.7"
"GMC","Rally Wagon 3500","Female","70","India","Pink","","85354.67","0.1986","27475.08","156.5"
"Geo","Prizm","Male","55","India","Mauv","1","64233.83","0.007","23130.28","193.4"
"Lincoln","Town Car","Female","73","India","Teal","","94420.4","0.1373","21802.75","160.3"
"Aston Martin","V8 Vantage","Female","57","India","Blue","","54255.67","0.5666","4943.03","207.6"
"Suzuki","X-90","Female","31","India","Teal","1","77290.12","0.2175","12825.06","165.7"
"Saab","9000","Male","62","India","Fuscia","1","94772.78","0.0679","24037.52","243.4"
"Land Rover","Range Rover","Male","31","India","Mauv","","97020.33","0.5813","13716.1","141.6"
"Dodge","Durango","Female","64","India","Red","1","17082.77","0.2618","16506.97","171.2"
"Oldsmobile","Toronado","Male","63","India","Green","","66712.7","0.6871","40766.41","246.9"
"Ford","Escape","Male","37","India","Maroon","1","95377.68","0.0439","26423.38","158"
"Cadillac","Escalade ESV","Female","34","India","Aquamarine","","25734.27","0.2186","44729.75","226.1"
"Hummer","H1","Male","24","India","Red","1","48166.89","0.3235","28774.01","206.1"
"Mercedes-Benz","G-Class","Male","64","India","Purple","","15493.3","0.2637","3532.92","237.7"
"Volkswagen","R32","Male","47","India","Aquamarine","1","65901.03","0.2291","3247.93","166.4"
"BMW","M3","Female","52","India","Purple","","24207.31","0.0945","39319.73","220.6"
"Volkswagen","Passat","Male","60","India","Aquamarine","","33100.48","0.3326","43714.74","185.5"
"Volkswagen","CC","Female","38","India","Maroon","1","20725.77","0.6736","27165.18","146.3"
"Volvo","V90","Male","58","India","Turquoise","1","26666.48","0.219","38460.33","169.2"
"Suzuki","Equator","Female","71","India","Goldenrod","","82354.23","0.6026","43659.13","214.9"
"Porsche","Panamera","Female","57","India","Goldenrod","1","79263.41","0.3237","36838.57","232.8"
"Mercury","Grand Marquis","Male","49","India","Crimson","","56934.43","0.3907","3956.56","160"
"GMC","Vandura 3500","Female","26","India","Maroon","","16891.66","0.2942","2871.57","193.5"
"Suzuki","Esteem","Female","42","India","Maroon","1","43762.2","0.342","28426.3","202.9"
"Mercedes-Benz","M-Class","Female","37","India","Indigo","1","95549.2","0.3973","23732.79","237.1"
"Dodge","Grand Caravan","Male","75","India","Violet","","59616.67","0.3433","30396.61","137"
"Mitsubishi","Mirage","Male","37","India","Violet","","58883.45","0.2439","34836.9","192.9"
"Oldsmobile","Silhouette","Female","34","India","Maroon","","64163.84","0.4115","13479.11","197.6"
"Land Rover","Range Rover","Male","28","India","Blue","1","78484.12","0.4671","47121.91","184"
"Daewoo","Lanos","Female","42","India","Pink","","74535.35","0.5149","37061.63","227.2"
"Chevrolet","Lumina","Male","51","India","Yellow","1","79457.82","0.5033","10026.91","185.7"
"Mercedes-Benz","M-Class","Male","37","India","Purple","1","78413.38","0.1421","20196.57","195"
"Mercury","Cougar","Female","74","India","Indigo","1","29388.65","0.0114","27626.33","163.1"
"GMC","Yukon","Male","41","India","Yellow","","36219.39","0.3563","10350.48","239.8"
"Mercury","Mariner","Female","70","India","Pink","1","47444.08","0.1837","29496.99","191.3"
"Ford","LTD Crown Victoria","Female","43","India","Purple","1","77499.94","0.145","39110.1","238.8"
"Buick","Park Avenue","Male","63","India","Blue","1","30876.71","0.1187","11994.83","168.9"
"Pontiac","GTO","Female","54","India","Maroon","1","48638.13","0.4117","48260.58","124.8"
"Jeep","Compass","Male","49","India","Purple","","26205.28","0.3824","32202.92","231.7"
"Mitsubishi","Montero","Male","43","India","Teal","1","28002.42","0.0953","2321.3","130.2"
"Lexus","LX","Male","53","India","Pink","1","58266.94","0.1412","40169.51","132.7"
"GMC","Yukon","Female","25","India","Green","","16456.94","0.218","41954.17","173.3"
"Chrysler","PT Cruiser","Female","59","India","Indigo","","93822.04","0.0776","33066.66","193.1"
"Kia","Sportage","Female","50","India","Goldenrod","","33349.43","0.6375","45974.18","141.8"
"Buick","LeSabre","Female","25","India","Crimson","","67216.63","0.4252","33929.08","150.4"
"Plymouth","Grand Voyager","Female","73","India","Violet","1","81878.27","0.2072","49493.95","202.1"
"Chevrolet","Express 3500","Female","56","India","Purple","1","56368.92","0.1796","20582.17","242.8"
"Ford","Mustang","Female","49","India","Violet","","87083.2","0.523","33436.07","167.8"
"Toyota","Camry","Female","71","India","Goldenrod","","52074.62","0.6975","13005.2","201.8"
"Hyundai","Tiburon","Male","33","India","Blue","1","32897.22","0.6715","49516.44","121.5"
"Jaguar","XJ Series","Male","60","India","Violet","1","82159.81","0.648","36653.37","125.7"
"Audi","80/90","Female","21","India","Blue","","55232.73","0.4952","46278.1","176.7"
"Mercury","Tracer","Male","41","India","Yellow","","98101.81","0.3207","28004.37","143.8"
"Oldsmobile","98","Female","73","India","Fuscia","1","50825.04","0.5549","44526.13","217.3"
"Mercedes-Benz","CLK-Class","Female","60","India","Maroon","","50167.36","0.2579","28220.78","163.9"
"Mercedes-Benz","C-Class","Female","61","India","Green","","27158.48","0.1609","41122.9","193.4"
"Volkswagen","Scirocco","Male","57","India","Violet","","84304.69","0.4183","6504.27","178.1"
"Dodge","Viper","Female","58","India","Turquoise","1","79218.67","0.552","47395.85","128.7"
"Volkswagen","Touareg","Female","20","India","Yellow","1","73889.72","0.6421","4841.57","235.7"
"Mercedes-Benz","300SL","Female","40","India","Puce","1","69642.37","0.0438","37751.43","223.4"
"Audi","A6","Male","29","India","Purple","","26780.58","0.6541","13957.54","159.5"
"Mitsubishi","Eclipse","Female","60","India","Blue","1","19787.16","0.406","20912.66","147.3"
"Ford","Taurus","Female","30","India","Goldenrod","1","98116.26","0.0841","38205.94","245.4"
"Suzuki","Sidekick","Male","38","India","Turquoise","","38793.63","0.0294","8596.38","205.7"
"Land Rover","Range Rover","Male","20","India","Khaki","","59846.85","0.2553","48018.33","188"
"Mitsubishi","3000GT","Female","63","India","Fuscia","","41745.95","0.0626","38478.36","144.7"
"GMC","Yukon","Male","71","India","Orange","","54047.39","0.0032","39923.37","219.9"
"Pontiac","Firefly","Female","59","India","Mauv","1","27405.47","0.278","49212.19","192.4"
"Ford","F-Series","Female","32","India","Pink","1","49687.2","0.5557","15111.03","177.1"
"Ford","Excursion","Male","39","India","Goldenrod","1","19557.06","0.4293","17720.68","174.1"
"Toyota","Tacoma","Female","34","India","Pink","1","15014.43","0.3251","49678.47","198.6"
"Mercedes-Benz","SLR McLaren","Male","41","India","Khaki","","88680.44","0.2667","35891.45","243.1"
"Dodge","Ram","Male","42","India","Khaki","","22090.61","0.614","46100.6","167.1"
"Buick","Park Avenue","Female","69","India","Crimson","","64709.51","0.1144","21226.51","135.7"
"Nissan","NV2500","Male","59","India","Pink","","16302.61","0.3859","8614.46","129.8"
"Honda","Passport","Female","40","India","Fuscia","","29189.93","0.053","40140.5","124.7"
"Chevrolet","Corvette","Female","24","India","Red","1","12256.17","0.6134","36065.45","189.1"
"Oldsmobile","LSS","Male","30","India","Red","","65294.2","0.5379","48354.4","245.1"
"Nissan","Sentra","Female","67","India","Violet","","94639.79","0.312","11610.07","133.3"
"BMW","5 Series","Female","43","India","Maroon","","79838.42","0.6428","9699.28","200"
"Suzuki","Grand Vitara","Male","42","India","Green","1","74847.21","0.3314","32638.46","155.3"
"Acura","MDX","Female","67","India","Puce","","62710.92","0.2188","40854.84","196.6"
"Hyundai","Santa Fe","Male","69","India","Red","","70802.09","0.3079","38605.96","138.9"
"Isuzu","i-Series","Male","38","India","Red","","65911.79","0.3081","11435.28","229.6"
"Plymouth","Grand Voyager","Male","32","India","Goldenrod","1","71420.12","0.1344","47373.74","166.7"
"Ford","F-Series","Female","43","India","Khaki","1","31859.43","0.0328","28017.1","138.7"
"Hummer","H1","Female","22","India","Crimson","1","50984.09","0.1339","43428.91","162.1"
"Audi","S8","Female","65","India","Indigo","1","97576.37","0.548","21715.46","156.5"
"Volkswagen","Passat","Male","36","India","Teal","1","37761.41","0.1286","49869.67","204.9"
"BMW","X5","Female","58","India","Blue","1","14469.1","0.5598","19077.22","186.4"
"Ford","Fairlane","Male","35","India","Maroon","1","42558.92","0.5131","30051.33","160.3"
"Mazda","MX-5","Male","69","India","Goldenrod","1","79181.67","0.4375","43442.47","229.3"
"Saab","9000","Male","56","India","Violet","","27059.95","0.4801","23775.49","223.3"
"Mercedes-Benz","SLR McLaren","Female","32","India","Pink","","99223.22","0.4882","9760.23","243.5"
"Mazda","MX-6","Female","58","India","Green","1","24020.17","0.5885","31656.09","182.3"
"GMC","3500","Female","54","India","Orange","","94321.94","0.6188","27881.96","214"
"Isuzu","i-280","Male","25","India","Purple","1","80230.05","0.6902","15023.64","189.5"
"Spyker","C8 Spyder Wide Body","Female","49","India","Violet","","28774.76","0.5856","32877.74","236.2"
"Mitsubishi","Galant","Male","74","India","Purple","","61195.63","0.3004","12864.03","128.6"
"Buick","Skylark","Male","38","India","Fuscia","1","12655.96","0.6114","7689.96","191.5"
"Mazda","MX-5","Female","31","India","Mauv","","19258.4","0.2023","32933.38","197.6"
"Mercedes-Benz","SL-Class","Male","38","India","Pink","1","21001.57","0.4287","2145.99","203.4"
"Toyota","Celica","Male","63","India","Crimson","","34543.41","0.6369","43689.57","222.3"
"Nissan","350Z","Female","28","India","Violet","1","85966.79","0.1799","23773.92","154.5"
"Lamborghini","Murciélago LP640","Female","26","India","Blue","","69716.77","0.1417","13555.43","134.4"
"Ford","Explorer","Female","30","India","Turquoise","","94192.78","0.0741","25455.99","186.3"
"Chevrolet","Camaro","Female","72","India","Pink","1","92653.39","0.6295","5070.42","235.2"
"BMW","7 Series","Male","20","India","Fuscia","1","42927.79","0.0074","38313.77","224.4"
"Pontiac","Bonneville","Male","38","India","Goldenrod","1","39541.75","0.3523","16511.81","159.9"
"Ford","LTD Crown Victoria","Male","63","India","Khaki","","16913.09","0.6961","40495.36","189"
"Nissan","Maxima","Male","23","India","Mauv","1","47017.42","0.6885","42989.98","179.4"
"Audi","A3","Male","68","India","Aquamarine","1","48232.68","0.4868","16958.24","231.4"
"Saab","900","Female","48","India","Red","1","60354.01","0.6605","37741.4","247.2"
"Audi","S8","Male","23","India","Aquamarine","","40703.11","0.6288","45370.66","227.3"
"Toyota","Yaris","Male","62","India","Orange","1","88188.81","0.6307","47731.95","176.4"
"Chevrolet","Astro","Male","75","India","Purple","1","25595.79","0.0479","49086.07","211.3"
"Subaru","Legacy","Male","62","India","Violet","","48822.81","0.3953","23478.45","201.5"
"Audi","S8","Male","46","India","Goldenrod","","55567.58","0.4516","34972.38","158.6"
"Chevrolet","1500","Male","56","India","Teal","1","48834.76","0.3725","13101.48","240.9"
"Pontiac","Bonneville","Female","30","India","Yellow","1","82774.61","0.0548","48993.23","163.3"
"Dodge","Dakota","Female","71","India","Aquamarine","","95591.76","0.027","32796.6","123.9"
"Alfa Romeo","Spider","Female","33","India","Pink","1","64220.48","0.4216","47988.49","236.8"
"Jeep","Grand Cherokee","Female","43","India","Teal","","68999.86","0.148","18947.46","136.6"
"Hyundai","Accent","Male","24","India","Turquoise","","91057.26","0.6609","20090.12","185.7"
"Nissan","Xterra","Female","23","India","Turquoise","1","59504.27","0.6433","11161.72","190.5"
"Porsche","Cayenne","Male","60","India","Pink","","66724.42","0.3718","37811.18","165.6"
"Jaguar","XK","Female","44","India","Purple","1","17619.62","0.6711","23322.4","240.3"
"Toyota","Celica","Male","60","India","Indigo","","22470.16","0.2187","42529.82","178.4"
"Pontiac","Gemini","Male","55","India","Red","1","80628","0.6304","21727.79","237.4"
"Buick","Hearse","Female","26","India","Maroon","1","31968.65","0.2983","31201.9","125"
"Mazda","626","Male","25","India","Fuscia","1","64603.13","0.6916","9311.41","228.7"
"BMW","X6 M","Male","21","India","Maroon","1","43765.96","0.0019","38889.59","152.5"
